id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1437446125863178243,1437445501255929858,2021-09-13 19:00:37 GTB Yaz Saati,2021-09-13,19:00:37,+0300,1379146178244268035,oluadedej,Olu,,"3/ All the while, we were getting requests from friends to help provide similar information  ...but for  Startups, they wanted fundraising updates hiring updates and much more. We happily shared this info FREE 🆓",en,[],[],[],0,0,2,[],[],https://twitter.com/oluadedej/status/1437446125863178243,False,,0,,,,,,,,[],,,,
1437438454132920326,1437438454132920326,2021-09-13 18:30:08 GTB Yaz Saati,2021-09-13,18:30:08,+0300,1436321630532239364,anup_2021,Anup Singh,,@SonuSood  Sonu Sir plz accept my request. Plz give me a chance to share my startup idea. This idea change Students life in the sence of Time &amp; mony. I am coming to Sasaram (Bihar) specially for this.🙏🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/Anup_2021/status/1437438454132920326,False,,0,,,,,,,,[],,,,
1437429001665007620,1437429001665007620,2021-09-13 17:52:34 GTB Yaz Saati,2021-09-13,17:52:34,+0300,898990607707852800,andrew__rea,Andrew Rea,,Yes. One of the biggest pain points in my life RN.  Request for startups,en,[],[],[],0,0,1,[],[],https://twitter.com/andrew__rea/status/1437429001665007620,False,https://twitter.com/julianweisser/status/1437424460781522944,0,,,,,,,,[],,,,
1437416602819981318,1437416602819981318,2021-09-13 17:03:18 GTB Yaz Saati,2021-09-13,17:03:18,+0300,1025651432739856384,spotnrides,SpotnRides,,"Develop your new #laundryapp with user-attracting features like user-friendly design, auto cost estimation, accept/reject requests, etc. for achievable launching. visit:  https://t.co/xQZXQagNSj  #business #smallbusiness #entrepreneurship #businesslife #businesstips #startup  https://t.co/TTw9Z4ITgS",en,[],['https://bit.ly/3lkcqT1'],['https://pbs.twimg.com/media/E_K6wupVQAI_mf8.png'],0,0,0,"['laundryapp', 'business', 'smallbusiness', 'entrepreneurship', 'businesslife', 'businesstips', 'startup']",[],https://twitter.com/spotnrides/status/1437416602819981318,False,,1,https://pbs.twimg.com/media/E_K6wupVQAI_mf8.png,,,,,,,[],,,,
1437302100547960834,1437302100547960834,2021-09-13 09:28:19 GTB Yaz Saati,2021-09-13,09:28:19,+0300,1460385529,fantabulousamit,Amit Kumar,,"@PMOIndia Therefore sir, I request you to create a system where if a startup complains even if For Rs 1000, quick action is taken. There should not be any need to go to the court. In my opinion, this will not only help startups, but also many MNCc that are dyeing.",en,[],[],[],0,0,0,[],[],https://twitter.com/FantabulousAmit/status/1437302100547960834,False,,0,,,,,,,,[],,,,
1437294868909363202,1437294868909363202,2021-09-13 08:59:35 GTB Yaz Saati,2021-09-13,08:59:35,+0300,788365113182990336,zettaconnect,Zetta Connect Pvt. Ltd.,,"@RailMinIndia @AshwiniVaishnaw @GM_CRly @drmmumbaicr  Respected Sir,  In ref. to attached beg your kind attention, we are micro startup unit, crucial to withstand and run with payment delayed for so long. 4 months we sending letters/emails  request you to help🙏🙏do the needful.  https://t.co/V8F974BqYz",en,"[{'screen_name': 'ashwinivaishnaw', 'name': 'ashwini vaishnaw', 'id': '852579395315171328'}, {'screen_name': 'gm_crly', 'name': 'gm central railway', 'id': '3302218819'}, {'screen_name': 'drmmumbaicr', 'name': 'drm mumbai cr', 'id': '3287311345'}]",[],['https://pbs.twimg.com/media/E_JJ-Z9VEAMF0jd.jpg'],0,0,0,[],[],https://twitter.com/zettaconnect/status/1437294868909363202,False,,1,https://pbs.twimg.com/media/E_JJ-Z9VEAMF0jd.jpg,,,,,,,[],,,,
1437270863343075329,1437270863343075329,2021-09-13 07:24:11 GTB Yaz Saati,2021-09-13,07:24:11,+0300,982234794699325440,ashineatsvnit,ASHINE SVNIT,,"STARTUPS at ASHINE NIDHI-TBI, SVNIT - SURAT  Hola Peeps is a Community-based Voice-Only Social Network for real-time spontaneous communication. You can have worthwhile discussions in various public HolaClubs and send requests to people you like, to add them to your network  https://t.co/5Fa4Df91dG",en,[],[],['https://pbs.twimg.com/media/E_I2OSTVkAMpN59.jpg'],2,0,3,[],[],https://twitter.com/ashineatsvnit/status/1437270863343075329,False,,1,https://pbs.twimg.com/media/E_I2OSTVkAMpN59.jpg,,,,,,,[],,,,
1437118355064770563,1437118355064770563,2021-09-12 21:18:10 GTB Yaz Saati,2021-09-12,21:18:10,+0300,124508864,mengxilu,Mengxi Lu,,Request for startup: Airbnb for backyard playground,en,[],[],[],11,1,70,[],[],https://twitter.com/mengxilu/status/1437118355064770563,False,,0,,,,,,,,[],,,,
1437091541592412166,1437091541592412166,2021-09-12 19:31:38 GTB Yaz Saati,2021-09-12,19:31:38,+0300,216942036,therealbrom,brom the (psychedelic) vc 🍄,,"10 Ideas for Psychedelics Startups  this is @EmpathVentures version of @ycombinator's ""Request for Startups""   https://t.co/UIdbQASUnI",en,"[{'screen_name': 'empathventures', 'name': 'empath ventures', 'id': '1421170309802053633'}, {'screen_name': 'ycombinator', 'name': 'y combinator', 'id': '113130846'}]",['https://youtu.be/rpK8tzv2AaM'],[],1,2,10,[],[],https://twitter.com/therealbrom/status/1437091541592412166,False,,0,,,,,,,,[],,,,
1436648144737951749,1436648144737951749,2021-09-11 14:09:43 GTB Yaz Saati,2021-09-11,14:09:43,+0300,537294747,shubrankmukhiya,Shubrank,,Request for product/startup:  A secure online doc where I can leave access details of my accounts and instructions for my loved ones. They get access to it when I pass away.  Does anything like this already exists?,en,[],[],[],1,0,1,[],[],https://twitter.com/ShubrankMukhiya/status/1436648144737951749,False,https://twitter.com/MilaChervenkova/status/1436643107483815937,0,,,,,,,,[],,,,
1436615820860223492,1436615820860223492,2021-09-11 12:01:17 GTB Yaz Saati,2021-09-11,12:01:17,+0300,1065661527032766465,makemegarden,Make Me Garden,,"Done with Beej Bappa, Now Time for Some Challenging and Exciting Gardening Works in the Pipeline. ❤  We were Overwhelmed with the Gardening Orders and Requests that we've received during the Past 10 days from both the Existing and New Clients. 🙌🏻 ✨   #green #startup  https://t.co/gllhzlDGy8",en,[],[],['https://pbs.twimg.com/media/E-_ieMeUUAASxkD.jpg'],0,1,1,"['green', 'startup']",[],https://twitter.com/makemegarden/status/1436615820860223492,False,,1,https://pbs.twimg.com/media/E-_ieMeUUAASxkD.jpg,,,,,,,[],,,,
1436538593447718915,1436538593447718915,2021-09-11 06:54:24 GTB Yaz Saati,2021-09-11,06:54:24,+0300,1428023044887519235,kaedeoftheday,Kaede-Like Characters OTD/WIFLI! (Mini-Hiatus),,"hi guys!! i'm sorry for the random hiatus i took out of nowhere. please send me some requests if you can, i will absolutely start up again when i feel like i have enough! thank you.",en,[],[],[],0,0,7,[],[],https://twitter.com/kaedeoftheday/status/1436538593447718915,False,,0,,,,,,,,[],,,,
1436479934524911616,1436479934524911616,2021-09-11 03:01:19 GTB Yaz Saati,2021-09-11,03:01:19,+0300,14673410,jayzalowitz,Jay Zalowitz,,Request for startup: @Betabrand for NFT collections,en,"[{'screen_name': 'betabrand', 'name': 'betabrand', 'id': '16372225'}]",[],[],1,0,1,[],[],https://twitter.com/jayzalowitz/status/1436479934524911616,False,,0,,,,,,,,[],,,,
1436452182337802242,1436452182337802242,2021-09-11 01:11:02 GTB Yaz Saati,2021-09-11,01:11:02,+0300,1423393692900024321,minedpool,MinedPool Technologies,,"It's here! 💯🔥💪Due to overwhelming requests, we are now selling #Bitcoin and #Crpyto mining equipment for our @minedpool members direct from our website!   Just 1 more reason to join the best #startup in the #bitcoinmining game 😃🙏💪",en,"[{'screen_name': 'minedpool', 'name': 'minedpool technologies', 'id': '1423393692900024321'}]",[],[],0,0,2,"['bitcoin', 'crpyto', 'startup', 'bitcoinmining']",[],https://twitter.com/minedpool/status/1436452182337802242,False,https://twitter.com/minedpool/status/1436450621297672192,0,,,,,,,,[],,,,
1436404754817564673,1436404754817564673,2021-09-10 22:02:35 GTB Yaz Saati,2021-09-10,22:02:35,+0300,976450446314364928,tantrumsofsadhu,Tanmay Sadhu,,"@kunalb11 on Startups, Indian Billionaires and Credit Cards | #Figuring...  https://t.co/p0Xw36pzQI via @YouTube  Can I put 5 key takeaways from this video? Of course, I can, but I will request you to watch it. It's good. Thanks for doing this🙌",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/sU0f5GLJMHE'],[],0,0,0,['figuring'],[],https://twitter.com/tantrumsofsadhu/status/1436404754817564673,False,,0,,,,,,,,[],,,,
1436358826513649671,1436315514960240640,2021-09-10 19:00:05 GTB Yaz Saati,2021-09-10,19:00:05,+0300,90481214,joeprkns,Joe Perkins,,"@benbrownww Thanks Ben, appreciate that.   Landing page dropping next week for Investor sign up and Startup feature request!",en,[],[],[],0,0,0,[],[],https://twitter.com/joeprkns/status/1436358826513649671,False,,0,,,,,,,,"[{'screen_name': 'benbrownww', 'name': 'Ben Brown', 'id': '20373161'}]",,,,
1436332709677240323,1436332709677240323,2021-09-10 17:16:18 GTB Yaz Saati,2021-09-10,17:16:18,+0300,794117246864031744,michael29030235,Michael Hartley Dani,,"Mr. Lawrence Mulindwa thanks for building for us a football stadium. Please, we request you to start up a TV station of your own were the #Abawejele can watch Uganda football such Uganda Cup CAF qualifiers, etc nbs showed only 1st half we went to a music show. Thanx anyways..",en,[],[],[],0,0,0,['abawejele'],[],https://twitter.com/Michael29030235/status/1436332709677240323,False,,0,,,,,,,,[],,,,
1436150214302187523,1436150214302187523,2021-09-10 05:11:08 GTB Yaz Saati,2021-09-10,05:11:08,+0300,46440718,squarecog,Dmitriy Ryaboy 💉💉🥳,,Request for startup: SaaS platform to enable people who make time/cost/benefit estimates to bet on how sure they are. Companies subscribe and force managers to put money up. 3rd party eval of outcomes.,en,[],[],[],11,4,36,[],[],https://twitter.com/squarecog/status/1436150214302187523,False,,0,,,,,,,,[],,,,
1436113194725089284,1435978519650181125,2021-09-10 02:44:01 GTB Yaz Saati,2021-09-10,02:44:01,+0300,75280866,valdi001,Raphael Valdivia,,@ass_deans The School of Medicine will likely refer to this tweet next time a request is made for help with a startup package for a hire that will “benefit us all”,en,[],[],[],0,0,1,[],[],https://twitter.com/valdi001/status/1436113194725089284,False,,0,,,,,,,,"[{'screen_name': 'ass_deans', 'name': 'Associate Deans', 'id': '2549047974'}]",,,,
1436028504101953536,1436028504101953536,2021-09-09 21:07:30 GTB Yaz Saati,2021-09-09,21:07:30,+0300,366434437,dcoolican,D’Arcy Coolican,,Request for startup: crypto portfolio app that only lets me check once a day 😆,en,[],[],[],6,1,31,[],[],https://twitter.com/DCoolican/status/1436028504101953536,False,,0,,,,,,,,[],,,,
1436018356717559811,1436006760481918977,2021-09-09 20:27:10 GTB Yaz Saati,2021-09-09,20:27:10,+0300,374457406,priyankasehgal7,Priyanka Sehgal,,@lauralexwit @LeslieFeinzaig May I make a similar request for a dating/relationship tech startup. Been trying to find some badass Tiktokers for Sparkles. Haven't found any.,en,[],[],[],0,0,1,[],[],https://twitter.com/priyankasehgal7/status/1436018356717559811,False,,0,,,,,,,,"[{'screen_name': 'lauralexwit', 'name': 'Laura Alexander Wittig', 'id': '17132406'}, {'screen_name': 'LeslieFeinzaig', 'name': 'Leslie Feinzaig 💉💪', 'id': '520672793'}]",,,,
1435888578010177536,1435888578010177536,2021-09-09 11:51:29 GTB Yaz Saati,2021-09-09,11:51:29,+0300,1123534690097475584,profisea,ProfiSea,,"Round-the-clock uptime is crucial for all executives — for startups, SMBs, and enterprises alike. Request a free consultation from ProfiSea’s NOC experts:  https://t.co/TqEkEDa7Q1 #monitoring #nocsupport #devops #AWS #Kubernetes  https://t.co/blwrW70vmv",en,[],['https://profisea.com/noc-as-a-service/'],['https://pbs.twimg.com/media/E-1NCo_WYAEGF5L.jpg'],0,1,0,"['monitoring', 'nocsupport', 'devops', 'aws', 'kubernetes']",[],https://twitter.com/ProfiSea/status/1435888578010177536,False,,1,https://pbs.twimg.com/media/E-1NCo_WYAEGF5L.jpg,,,,,,,[],,,,
1435858061609119744,1435858061609119744,2021-09-09 09:50:13 GTB Yaz Saati,2021-09-09,09:50:13,+0300,2284887104,cognitedesign,Cognite,,Request a complete Corporate Identity Bundle for your startup! Call us on 0861 001 975 or visit us at  https://t.co/jaFmorzfGq for more information,en,[],['https://bit.ly/3jsqHNR'],[],0,0,0,[],[],https://twitter.com/cognitedesign/status/1435858061609119744,False,,0,,,,,,,,[],,,,
1435845449714388994,1435845449714388994,2021-09-09 09:00:06 GTB Yaz Saati,2021-09-09,09:00:06,+0300,892568481408929792,usispforum,USISPF,,"With unmanned aerial vehicles (UAVs) becoming a critical component of modern warfare, the @IAF_MCC has reportedly issued a Request for Proposal (RFP) to five domestic #startups for swarm #drones.   https://t.co/c5Ww04ToId",en,"[{'screen_name': 'iaf_mcc', 'name': 'indian air force', 'id': '784705308832694272'}]",['https://theprint.in/defence/iaf-looks-to-atmanirbhar-start-ups-to-boost-indias-swarm-drone-capability/729592/'],[],0,4,11,"['startups', 'drones']",[],https://twitter.com/USISPForum/status/1435845449714388994,False,,0,,,,,,,,[],,,,
1435828687673257984,1435828687673257984,2021-09-09 07:53:30 GTB Yaz Saati,2021-09-09,07:53:30,+0300,96603155,ay_o,k u n l e . e t h and 3528 others,,Request For Startup: instagram but every image is an NFT,en,[],[],[],2,0,21,[],[],https://twitter.com/ay_o/status/1435828687673257984,False,,0,,,,,,,,[],,,,
1435664738432782341,1435664738432782341,2021-09-08 21:02:01 GTB Yaz Saati,2021-09-08,21:02:01,+0300,1071074428249874432,pittbigidea,Big Idea Center,,"🔎 NEW TEAMFINDER REQUEST 🔎  This PhD student is looking for a Co-Founder for their battery startup idea! 💡 If you're interested, reach out to the student directly with the contact info they've included in the posting!  https://t.co/d1aUZ1ahfA",en,[],[],['https://pbs.twimg.com/media/E-yBeCbX0AEe-IT.jpg'],0,0,0,[],[],https://twitter.com/pittbigidea/status/1435664738432782341,False,,1,https://pbs.twimg.com/media/E-yBeCbX0AEe-IT.jpg,,,,,,,[],,,,
1435648324137205761,1435648324137205761,2021-09-08 19:56:48 GTB Yaz Saati,2021-09-08,19:56:48,+0300,116160076,harshilpossible,Harshil Shah,,A major reason to use open-source startup products that are cheaper (&amp; sometimes better) alternatives to enterprise: feature requests / RFCs are considered more aggressively which result in a win-win deal for us and for them #B2B #SaaS #softwaredevelopment #productdevelopment,en,[],[],[],0,1,2,"['b2b', 'saas', 'softwaredevelopment', 'productdevelopment']",[],https://twitter.com/harshilpossible/status/1435648324137205761,False,,0,,,,,,,,[],,,,
1435627437241556996,1435627437241556996,2021-09-08 18:33:48 GTB Yaz Saati,2021-09-08,18:33:48,+0300,16099100,gduverger,Georges Duverger,,Request for startup: a hosted chart maker  ☁️ Backend returns a standard JSON 🤝 Frontend GETs that response 📊 App renders an SVG chart  Does it exist?  https://t.co/pjnQR8mFOF,en,[],[],['https://pbs.twimg.com/media/E-xYnpMXMAUU9HP.jpg'],2,0,2,[],[],https://twitter.com/gduverger/status/1435627437241556996,False,,1,https://pbs.twimg.com/media/E-xYnpMXMAUU9HP.jpg,,,,,,,[],,,,
1435622209888870401,1435622209888870401,2021-09-08 18:13:02 GTB Yaz Saati,2021-09-08,18:13:02,+0300,1302013221767766017,startupprogram_,StartUpProgram,,"WholeSumHealth Inc. #Founder, Jay Bakshi on why #StartUpProgram was his trusted go-to for his startup's legal needs. Request an online demo of the SUP Platform at  https://t.co/QHRmoZXmif, or by calling (424) 299-8900/emailing info@startupprogram.com.  #startup #venturecapital  https://t.co/U0Tg5Oe6MN",en,[],['https://startupprogram.com/request-sup-demo/'],['https://pbs.twimg.com/media/E-xayobXoAIDctS.jpg'],0,2,2,"['founder', 'startupprogram', 'startup', 'venturecapital']",[],https://twitter.com/StartupProgram_/status/1435622209888870401,False,,1,https://pbs.twimg.com/media/E-xayobXoAIDctS.jpg,,,,,,,[],,,,
1435618324482859009,1435617867316269070,2021-09-08 17:57:35 GTB Yaz Saati,2021-09-08,17:57:35,+0300,602011257,rick_zullo,Rick Zullo,,"3) My memo was essentially a “Request for Startups” for models that could internalize IP, data and economies of scale to become the “retailer to rule them all”. I wasn’t looking for the next WeWork, I was looking for the next Shopify.  https://t.co/XJBmZ2LR7g",en,[],['https://docsend.com/view/t2ipwqu3rig3u8ru'],[],1,0,0,[],[],https://twitter.com/Rick_Zullo/status/1435618324482859009,False,,0,,,,,,,,[],,,,
1435594877350432770,1435594877350432770,2021-09-08 16:24:25 GTB Yaz Saati,2021-09-08,16:24:25,+0300,916744054288809984,modic123,Chirag Modi (cmodi.eth),,Request for recommendations from UK founders - Who are some of the best accountants for startups in the UK? DMs open!,en,[],[],[],3,0,7,[],[],https://twitter.com/modic123/status/1435594877350432770,False,,0,,,,,,,,[],,,,
1435562928275554310,1435562928275554310,2021-09-08 14:17:28 GTB Yaz Saati,2021-09-08,14:17:28,+0300,352159458,swamy1958,Rama Linga Swamy,,"@GoogleStartups @swamy1958 Request Mentoring / Seed Fund support to Virtual Model Pro to Type Model for the Startup Idea Project, FREE Power Generation - using Human Weight on Tirumala Hills, details Link:-  https://t.co/QdcHL6Q81B",en,"[{'screen_name': 'swamy1958', 'name': 'rama linga swamy', 'id': '352159458'}]",['https://bit.ly/3DzVgsK'],[],0,0,0,[],[],https://twitter.com/swamy1958/status/1435562928275554310,False,,0,,,,,,,,[],,,,
1435549993776132101,1435549993776132101,2021-09-08 13:26:04 GTB Yaz Saati,2021-09-08,13:26:04,+0300,15822993,jpoesen,jpoesen,,One of the hardest things as freelancer / fledgling startup is months of no work followed by All The Requests At Once.  The stress of having no money gets replaced with the stress of searching for capacity + building a buffer to pay the contractors before getting paid yourself...,en,[],[],[],2,1,4,[],[],https://twitter.com/jpoesen/status/1435549993776132101,False,,0,,,,,,,,[],,,,
1435538161799737347,1435538159710900227,2021-09-08 12:39:03 GTB Yaz Saati,2021-09-08,12:39:03,+0300,1000673874986635264,nyiringabonly,NYIRINGABO,,"My request is could u please Invest in tech startups who have reached expansion phases with proven track record same way in silicon valley VCs do? because @BDF_rw , @NCSTRwanda nor banks are helping/appropriate for the task.",en,"[{'screen_name': 'bdf_rw', 'name': 'bdf_rw', 'id': '531050298'}, {'screen_name': 'ncstrwanda', 'name': 'ncst', 'id': '2513028398'}]",[],[],1,0,0,[],[],https://twitter.com/nyiringabonly/status/1435538161799737347,False,,0,,,,,,,,[],,,,
1435478434042421250,1435478434042421250,2021-09-08 08:41:43 GTB Yaz Saati,2021-09-08,08:41:43,+0300,307240276,sokirill,Kirill So 🇸🇬 ✌,,Is there a @RobinhoodApp for SEA? #Startup request.,en,"[{'screen_name': 'robinhoodapp', 'name': 'robinhood', 'id': '1265037073'}]",[],[],2,1,1,['startup'],[],https://twitter.com/sokirill/status/1435478434042421250,False,,0,,,,,,,,[],,,,
1435453097342472195,1435225434279526400,2021-09-08 07:01:02 GTB Yaz Saati,2021-09-08,07:01:02,+0300,1090793360795684865,scott_scharl,Scott Scharl,,@normonics request for startup: victimhood-as-a-service,en,[],[],[],1,0,0,[],[],https://twitter.com/scott_scharl/status/1435453097342472195,False,,0,,,,,,,,"[{'screen_name': 'normonics', 'name': 'Joe Norman', 'id': '381813372'}]",,,,
1435427134844014594,1435427134844014594,2021-09-08 05:17:52 GTB Yaz Saati,2021-09-08,05:17:52,+0300,963866145475387392,dirtydatagirl,Andrea Brice,,"What’s really embarrassing about being a 1st time startup is not having it all together when things happen like people responding to your private beta, or LinkedIn requests. Mistaking a customer interview for a product demo. It’s moving from being an authority to being a beginner",en,[],[],[],0,0,5,[],[],https://twitter.com/DirtyDataGirl/status/1435427134844014594,False,,0,,,,,,,,[],,,,
1435190431730515970,1435190431730515970,2021-09-07 13:37:18 GTB Yaz Saati,2021-09-07,13:37:18,+0300,1303212411961462785,audien_grace,Grace Lily,,Alexander Djerassi Explaining 3 Best Business Ideas for Startup Entrepreneurs  Alexander Djerassi says that it’s a basic strategy to choose your best online business thought for 2021. You don’t need to contemplate those requests immediately.    https://t.co/GkO1upjTy6,en,[],['https://businesskarbar.com/alexander-djerassi-explaining-3-best-business-ideas-for-startup-entrepreneurs/'],[],0,0,0,[],[],https://twitter.com/audien_grace/status/1435190431730515970,False,,0,,,,,,,,[],,,,
